Solution #, n, T, alpha, beta, l_0
10449, 31.000000, 684.521975, 0.478271, 0.521729, 0.074707
10450, 31.000000, 684.521975, 0.478516, 0.521484, 0.074707
10451, 31.000000, 684.521975, 0.478271, 0.521729, 0.074951
10452, 31.000000, 684.521975, 0.478516, 0.521484, 0.074951
10453, 31.000000, 684.521975, 0.478271, 0.521729, 0.075195
10454, 31.000000, 684.521975, 0.478516, 0.521484, 0.075195
10455, 31.000000, 684.521975, 0.478271, 0.521729, 0.075439
10456, 31.000000, 684.521975, 0.478516, 0.521484, 0.075439
10457, 31.000000, 684.521975, 0.478516, 0.521484, 0.075684
10458, 31.000000, 684.521975, 0.478516, 0.521484, 0.075928
10459, 31.000000, 684.521975, 0.478760, 0.521240, 0.075928
10460, 31.000000, 684.521975, 0.478516, 0.521484, 0.076172
10461, 31.000000, 684.521975, 0.478760, 0.521240, 0.076172
10462, 31.000000, 684.521975, 0.478516, 0.521484, 0.076416
10463, 31.000000, 684.521975, 0.478760, 0.521240, 0.076416
10464, 31.000000, 684.521975, 0.478516, 0.521484, 0.076660
10465, 31.000000, 684.521975, 0.478760, 0.521240, 0.076660
10466, 31.000000, 684.521975, 0.478516, 0.521484, 0.076904
10467, 31.000000, 684.521975, 0.478760, 0.521240, 0.076904
10468, 31.000000, 684.521975, 0.478760, 0.521240, 0.077148
10469, 31.000000, 684.521975, 0.478760, 0.521240, 0.077393
10470, 31.000000, 684.521975, 0.478760, 0.521240, 0.077637
10471, 31.000000, 684.521975, 0.479004, 0.520996, 0.077637
10472, 31.000000, 684.521975, 0.478760, 0.521240, 0.077881
10473, 31.000000, 684.521975, 0.479004, 0.520996, 0.077881
10474, 31.000000, 684.521975, 0.478760, 0.521240, 0.078125
10475, 31.000000, 684.521975, 0.479004, 0.520996, 0.078125
10476, 31.000000, 684.521975, 0.478760, 0.521240, 0.078369
10477, 31.000000, 684.521975, 0.479004, 0.520996, 0.078369
10478, 31.000000, 684.521975, 0.479004, 0.520996, 0.078613
10479, 31.000000, 684.521975, 0.479004, 0.520996, 0.078857
10480, 31.000000, 684.521975, 0.479004, 0.520996, 0.079102
10481, 31.000000, 684.521975, 0.479004, 0.520996, 0.079346
10482, 31.000000, 684.521975, 0.479004, 0.520996, 0.079590
10483, 31.000000, 684.521975, 0.479248, 0.520752, 0.079590
10484, 31.000000, 684.521975, 0.479248, 0.520752, 0.079834
10485, 31.000000, 684.521975, 0.479248, 0.520752, 0.080078
10486, 31.000000, 684.521975, 0.479248, 0.520752, 0.080322
10487, 31.000000, 684.521975, 0.479248, 0.520752, 0.080566
10488, 31.000000, 684.521975, 0.479248, 0.520752, 0.080811
10489, 31.000000, 684.521975, 0.479492, 0.520508, 0.081543
10490, 31.000000, 684.521975, 0.479492, 0.520508, 0.081787
10491, 31.000000, 684.521975, 0.479492, 0.520508, 0.082031
10492, 31.000000, 684.521975, 0.479492, 0.520508, 0.082275
10493, 31.000000, 684.521975, 0.479736, 0.520264, 0.083496
10494, 31.100000, 684.571191, -0.000244, 0.999756, -0.039062
10495, 31.100000, 684.571191, -0.000244, 0.999756, -0.038818
10496, 31.100000, 684.571191, -0.000244, 0.999756, -0.038574
10497, 31.100000, 684.571191, -0.000244, 0.999756, -0.038330
10498, 31.100000, 684.571191, -0.000244, 0.999756, -0.038086
10499, 31.100000, 684.571191, 0.477783, 0.522217, 0.071533
10500, 31.100000, 684.571191, 0.477783, 0.522217, 0.071777
10501, 31.100000, 684.571191, 0.478027, 0.521973, 0.072998
10502, 31.100000, 684.571191, 0.478027, 0.521973, 0.073242
10503, 31.100000, 684.571191, 0.478027, 0.521973, 0.073486
10504, 31.100000, 684.571191, 0.478027, 0.521973, 0.073730
10505, 31.100000, 684.571191, 0.478271, 0.521729, 0.074219
10506, 31.100000, 684.571191, 0.478271, 0.521729, 0.074463
10507, 31.100000, 684.571191, 0.478271, 0.521729, 0.074707
10508, 31.100000, 684.571191, 0.478271, 0.521729, 0.074951
10509, 31.100000, 684.571191, 0.478271, 0.521729, 0.075195
10510, 31.100000, 684.571191, 0.478271, 0.521729, 0.075439
10511, 31.100000, 684.571191, 0.478271, 0.521729, 0.075684
10512, 31.100000, 684.571191, 0.478516, 0.521484, 0.075684
10513, 31.100000, 684.571191, 0.478516, 0.521484, 0.075928
10514, 31.100000, 684.571191, 0.478516, 0.521484, 0.076172
10515, 31.100000, 684.571191, 0.478516, 0.521484, 0.076416
10516, 31.100000, 684.571191, 0.478516, 0.521484, 0.076660
10517, 31.100000, 684.571191, 0.478516, 0.521484, 0.076904
10518, 31.100000, 684.571191, 0.478760, 0.521240, 0.076904
10519, 31.100000, 684.571191, 0.478516, 0.521484, 0.077148
10520, 31.100000, 684.571191, 0.478760, 0.521240, 0.077148
10521, 31.100000, 684.571191, 0.478516, 0.521484, 0.077393
10522, 31.100000, 684.571191, 0.478760, 0.521240, 0.077393
10523, 31.100000, 684.571191, 0.478516, 0.521484, 0.077637
10524, 31.100000, 684.571191, 0.478760, 0.521240, 0.077637
10525, 31.100000, 684.571191, 0.478760, 0.521240, 0.077881
10526, 31.100000, 684.571191, 0.478760, 0.521240, 0.078125
10527, 31.100000, 684.571191, 0.478760, 0.521240, 0.078369
10528, 31.100000, 684.571191, 0.479004, 0.520996, 0.078369
10529, 31.100000, 684.571191, 0.478760, 0.521240, 0.078613
10530, 31.100000, 684.571191, 0.479004, 0.520996, 0.078613
10531, 31.100000, 684.571191, 0.478760, 0.521240, 0.078857
10532, 31.100000, 684.571191, 0.479004, 0.520996, 0.078857
10533, 31.100000, 684.571191, 0.478760, 0.521240, 0.079102
10534, 31.100000, 684.571191, 0.479004, 0.520996, 0.079102
10535, 31.100000, 684.571191, 0.478760, 0.521240, 0.079346
10536, 31.100000, 684.571191, 0.479004, 0.520996, 0.079346
10537, 31.100000, 684.571191, 0.479004, 0.520996, 0.079590
10538, 31.100000, 684.571191, 0.479004, 0.520996, 0.079834
10539, 31.100000, 684.571191, 0.479248, 0.520752, 0.079834
10540, 31.100000, 684.571191, 0.479004, 0.520996, 0.080078
10541, 31.100000, 684.571191, 0.479248, 0.520752, 0.080078
10542, 31.100000, 684.571191, 0.479004, 0.520996, 0.080322
10543, 31.100000, 684.571191, 0.479248, 0.520752, 0.080322
10544, 31.100000, 684.571191, 0.479004, 0.520996, 0.080566
10545, 31.100000, 684.571191, 0.479248, 0.520752, 0.080566
10546, 31.100000, 684.571191, 0.479248, 0.520752, 0.080811
10547, 31.100000, 684.571191, 0.479248, 0.520752, 0.081055
10548, 31.100000, 684.571191, 0.479248, 0.520752, 0.081299
10549, 31.100000, 684.571191, 0.479248, 0.520752, 0.081543
10550, 31.100000, 684.571191, 0.479248, 0.520752, 0.081787
10551, 31.100000, 684.571191, 0.479248, 0.520752, 0.082031
10552, 31.100000, 684.571191, 0.479492, 0.520508, 0.082031
10553, 31.100000, 684.571191, 0.479492, 0.520508, 0.082275
10554, 31.100000, 684.571191, 0.479492, 0.520508, 0.082520
10555, 31.100000, 684.571191, 0.479492, 0.520508, 0.082764
10556, 31.100000, 684.571191, 0.479492, 0.520508, 0.083008
10557, 31.100000, 684.571191, 0.479492, 0.520508, 0.083252
10558, 31.100000, 684.571191, 0.479736, 0.520264, 0.083984
10559, 31.100000, 684.571191, 0.479736, 0.520264, 0.084229
10560, 31.100000, 684.571191, 0.479736, 0.520264, 0.084473
10561, 31.100000, 684.571191, 0.479980, 0.520020, 0.085938
10562, 31.200000, 684.620095, -0.000244, 0.999756, -0.038818
10563, 31.200000, 684.620095, -0.000244, 0.999756, -0.038574
10564, 31.200000, 684.620095, -0.000244, 0.999756, -0.038330
10565, 31.200000, 684.620095, -0.000244, 0.999756, -0.038086
10566, 31.200000, 684.620095, 0.478027, 0.521973, 0.073975
10567, 31.200000, 684.620095, 0.478271, 0.521729, 0.075195
10568, 31.200000, 684.620095, 0.478271, 0.521729, 0.075439
10569, 31.200000, 684.620095, 0.478271, 0.521729, 0.075684
10570, 31.200000, 684.620095, 0.478271, 0.521729, 0.075928
10571, 31.200000, 684.620095, 0.478516, 0.521484, 0.076660
10572, 31.200000, 684.620095, 0.478516, 0.521484, 0.076904
10573, 31.200000, 684.620095, 0.478516, 0.521484, 0.077148
10574, 31.200000, 684.620095, 0.478516, 0.521484, 0.077393
10575, 31.200000, 684.620095, 0.478516, 0.521484, 0.077637
10576, 31.200000, 684.620095, 0.478516, 0.521484, 0.077881
10577, 31.200000, 684.620095, 0.478760, 0.521240, 0.077881
10578, 31.200000, 684.620095, 0.478760, 0.521240, 0.078125
10579, 31.200000, 684.620095, 0.478760, 0.521240, 0.078369
10580, 31.200000, 684.620095, 0.478760, 0.521240, 0.078613
10581, 31.200000, 684.620095, 0.478760, 0.521240, 0.078857
10582, 31.200000, 684.620095, 0.478760, 0.521240, 0.079102
10583, 31.200000, 684.620095, 0.478760, 0.521240, 0.079346
10584, 31.200000, 684.620095, 0.479004, 0.520996, 0.079346
10585, 31.200000, 684.620095, 0.478760, 0.521240, 0.079590
10586, 31.200000, 684.620095, 0.479004, 0.520996, 0.079590
10587, 31.200000, 684.620095, 0.478760, 0.521240, 0.079834
10588, 31.200000, 684.620095, 0.479004, 0.520996, 0.079834
10589, 31.200000, 684.620095, 0.479004, 0.520996, 0.080078
10590, 31.200000, 684.620095, 0.479004, 0.520996, 0.080322
10591, 31.200000, 684.620095, 0.479004, 0.520996, 0.080566
10592, 31.200000, 684.620095, 0.479248, 0.520752, 0.080566
10593, 31.200000, 684.620095, 0.479004, 0.520996, 0.080811
10594, 31.200000, 684.620095, 0.479248, 0.520752, 0.080811
10595, 31.200000, 684.620095, 0.479004, 0.520996, 0.081055
10596, 31.200000, 684.620095, 0.479248, 0.520752, 0.081055
10597, 31.200000, 684.620095, 0.479004, 0.520996, 0.081299
10598, 31.200000, 684.620095, 0.479248, 0.520752, 0.081299
10599, 31.200000, 684.620095, 0.479004, 0.520996, 0.081543
10600, 31.200000, 684.620095, 0.479248, 0.520752, 0.081543
10601, 31.200000, 684.620095, 0.479004, 0.520996, 0.081787
10602, 31.200000, 684.620095, 0.479248, 0.520752, 0.081787
10603, 31.200000, 684.620095, 0.479248, 0.520752, 0.082031
10604, 31.200000, 684.620095, 0.479248, 0.520752, 0.082275
10605, 31.200000, 684.620095, 0.479492, 0.520508, 0.082275
10606, 31.200000, 684.620095, 0.479248, 0.520752, 0.082520
10607, 31.200000, 684.620095, 0.479492, 0.520508, 0.082520
10608, 31.200000, 684.620095, 0.479248, 0.520752, 0.082764
10609, 31.200000, 684.620095, 0.479492, 0.520508, 0.082764
10610, 31.200000, 684.620095, 0.479248, 0.520752, 0.083008
10611, 31.200000, 684.620095, 0.479492, 0.520508, 0.083008
10612, 31.200000, 684.620095, 0.479492, 0.520508, 0.083252
10613, 31.200000, 684.620095, 0.479492, 0.520508, 0.083496
10614, 31.200000, 684.620095, 0.479492, 0.520508, 0.083740
10615, 31.200000, 684.620095, 0.479492, 0.520508, 0.083984
10616, 31.200000, 684.620095, 0.479492, 0.520508, 0.084229
10617, 31.200000, 684.620095, 0.479736, 0.520264, 0.084229
10618, 31.200000, 684.620095, 0.479736, 0.520264, 0.084473
10619, 31.200000, 684.620095, 0.479736, 0.520264, 0.084717
10620, 31.200000, 684.620095, 0.479736, 0.520264, 0.084961
10621, 31.200000, 684.620095, 0.479736, 0.520264, 0.085205
10622, 31.200000, 684.620095, 0.479736, 0.520264, 0.085449
10623, 31.200000, 684.620095, 0.479736, 0.520264, 0.085693
10624, 31.200000, 684.620095, 0.479980, 0.520020, 0.086182
10625, 31.200000, 684.620095, 0.479980, 0.520020, 0.086426
10626, 31.200000, 684.620095, 0.479980, 0.520020, 0.086670
10627, 31.200000, 684.620095, 0.479980, 0.520020, 0.086914
10628, 31.200000, 684.620095, 0.480225, 0.519775, 0.088135
10629, 31.200000, 684.620095, 0.480225, 0.519775, 0.088379
10630, 31.300000, 684.668690, -0.000244, 0.999756, -0.038818
10631, 31.300000, 684.668690, -0.000244, 0.999756, -0.038574
10632, 31.300000, 684.668690, -0.000244, 0.999756, -0.038330
10633, 31.300000, 684.668690, -0.000244, 0.999756, -0.038086
10634, 31.300000, 684.668690, -0.000244, 0.999756, -0.037842
10635, 31.300000, 684.668690, 0.478271, 0.521729, 0.076172
10636, 31.300000, 684.668690, 0.478516, 0.521484, 0.077637
10637, 31.300000, 684.668690, 0.478516, 0.521484, 0.077881
10638, 31.300000, 684.668690, 0.478516, 0.521484, 0.078125
10639, 31.300000, 684.668690, 0.478760, 0.521240, 0.078857
10640, 31.300000, 684.668690, 0.478760, 0.521240, 0.079102
10641, 31.300000, 684.668690, 0.478760, 0.521240, 0.079346
10642, 31.300000, 684.668690, 0.478760, 0.521240, 0.079590
10643, 31.300000, 684.668690, 0.478760, 0.521240, 0.079834
10644, 31.300000, 684.668690, 0.478760, 0.521240, 0.080078
10645, 31.300000, 684.668690, 0.479004, 0.520996, 0.080322
10646, 31.300000, 684.668690, 0.479004, 0.520996, 0.080566
10647, 31.300000, 684.668690, 0.479004, 0.520996, 0.080811
10648, 31.300000, 684.668690, 0.479004, 0.520996, 0.081055
10649, 31.300000, 684.668690, 0.479004, 0.520996, 0.081299
10650, 31.300000, 684.668690, 0.479004, 0.520996, 0.081543
10651, 31.300000, 684.668690, 0.479248, 0.520752, 0.081543
10652, 31.300000, 684.668690, 0.479004, 0.520996, 0.081787
10653, 31.300000, 684.668690, 0.479248, 0.520752, 0.081787
10654, 31.300000, 684.668690, 0.479004, 0.520996, 0.082031
10655, 31.300000, 684.668690, 0.479248, 0.520752, 0.082031
10656, 31.300000, 684.668690, 0.479004, 0.520996, 0.082275
10657, 31.300000, 684.668690, 0.479248, 0.520752, 0.082275
10658, 31.300000, 684.668690, 0.479248, 0.520752, 0.082520
10659, 31.300000, 684.668690, 0.479248, 0.520752, 0.082764
10660, 31.300000, 684.668690, 0.479248, 0.520752, 0.083008
10661, 31.300000, 684.668690, 0.479492, 0.520508, 0.083008
10662, 31.300000, 684.668690, 0.479248, 0.520752, 0.083252
10663, 31.300000, 684.668690, 0.479492, 0.520508, 0.083252
10664, 31.300000, 684.668690, 0.479248, 0.520752, 0.083496
10665, 31.300000, 684.668690, 0.479492, 0.520508, 0.083496
10666, 31.300000, 684.668690, 0.479248, 0.520752, 0.083740
10667, 31.300000, 684.668690, 0.479492, 0.520508, 0.083740
10668, 31.300000, 684.668690, 0.479248, 0.520752, 0.083984
10669, 31.300000, 684.668690, 0.479492, 0.520508, 0.083984
10670, 31.300000, 684.668690, 0.479492, 0.520508, 0.084229
10671, 31.300000, 684.668690, 0.479492, 0.520508, 0.084473
10672, 31.300000, 684.668690, 0.479736, 0.520264, 0.084473
10673, 31.300000, 684.668690, 0.479492, 0.520508, 0.084717
10674, 31.300000, 684.668690, 0.479736, 0.520264, 0.084717
10675, 31.300000, 684.668690, 0.479492, 0.520508, 0.084961
10676, 31.300000, 684.668690, 0.479736, 0.520264, 0.084961
10677, 31.300000, 684.668690, 0.479492, 0.520508, 0.085205
10678, 31.300000, 684.668690, 0.479736, 0.520264, 0.085205
10679, 31.300000, 684.668690, 0.479492, 0.520508, 0.085449
10680, 31.300000, 684.668690, 0.479736, 0.520264, 0.085449
10681, 31.300000, 684.668690, 0.479736, 0.520264, 0.085693
10682, 31.300000, 684.668690, 0.479736, 0.520264, 0.085938
10683, 31.300000, 684.668690, 0.479736, 0.520264, 0.086182
10684, 31.300000, 684.668690, 0.479736, 0.520264, 0.086426
10685, 31.300000, 684.668690, 0.479980, 0.520020, 0.086426
10686, 31.300000, 684.668690, 0.479736, 0.520264, 0.086670
10687, 31.300000, 684.668690, 0.479980, 0.520020, 0.086670
10688, 31.300000, 684.668690, 0.479980, 0.520020, 0.086914
10689, 31.300000, 684.668690, 0.479980, 0.520020, 0.087158
10690, 31.300000, 684.668690, 0.479980, 0.520020, 0.087402
10691, 31.300000, 684.668690, 0.479980, 0.520020, 0.087646
10692, 31.300000, 684.668690, 0.479980, 0.520020, 0.087891
10693, 31.300000, 684.668690, 0.479980, 0.520020, 0.088135
10694, 31.300000, 684.668690, 0.480225, 0.519775, 0.088623
10695, 31.300000, 684.668690, 0.480225, 0.519775, 0.088867
10696, 31.300000, 684.668690, 0.480225, 0.519775, 0.089111
10697, 31.300000, 684.668690, 0.480225, 0.519775, 0.089355
10698, 31.300000, 684.668690, 0.480469, 0.519531, 0.090576
10699, 31.300000, 684.668690, 0.480469, 0.519531, 0.090820
10700, 31.400000, 684.716979, -0.000244, 0.999756, -0.038574
10701, 31.400000, 684.716979, -0.000244, 0.999756, -0.038330
10702, 31.400000, 684.716979, -0.000244, 0.999756, -0.038086
10703, 31.400000, 684.716979, -0.000244, 0.999756, -0.037842
10704, 31.400000, 684.716979, 0.478760, 0.521240, 0.080078
10705, 31.400000, 684.716979, 0.478760, 0.521240, 0.080322
10706, 31.400000, 684.716979, 0.479004, 0.520996, 0.081299
10707, 31.400000, 684.716979, 0.479004, 0.520996, 0.081543
10708, 31.400000, 684.716979, 0.479004, 0.520996, 0.081787
10709, 31.400000, 684.716979, 0.479004, 0.520996, 0.082031
10710, 31.400000, 684.716979, 0.479004, 0.520996, 0.082275
10711, 31.400000, 684.716979, 0.479248, 0.520752, 0.082764
10712, 31.400000, 684.716979, 0.479248, 0.520752, 0.083008
10713, 31.400000, 684.716979, 0.479248, 0.520752, 0.083252
10714, 31.400000, 684.716979, 0.479248, 0.520752, 0.083496
10715, 31.400000, 684.716979, 0.479248, 0.520752, 0.083740
10716, 31.400000, 684.716979, 0.479248, 0.520752, 0.083984
10717, 31.400000, 684.716979, 0.479492, 0.520508, 0.083984
10718, 31.400000, 684.716979, 0.479248, 0.520752, 0.084229
10719, 31.400000, 684.716979, 0.479492, 0.520508, 0.084229
10720, 31.400000, 684.716979, 0.479248, 0.520752, 0.084473
10721, 31.400000, 684.716979, 0.479492, 0.520508, 0.084473
10722, 31.400000, 684.716979, 0.479492, 0.520508, 0.084717
10723, 31.400000, 684.716979, 0.479492, 0.520508, 0.084961
10724, 31.400000, 684.716979, 0.479492, 0.520508, 0.085205
10725, 31.400000, 684.716979, 0.479492, 0.520508, 0.085449
10726, 31.400000, 684.716979, 0.479736, 0.520264, 0.085449
10727, 31.400000, 684.716979, 0.479492, 0.520508, 0.085693
10728, 31.400000, 684.716979, 0.479736, 0.520264, 0.085693
10729, 31.400000, 684.716979, 0.479492, 0.520508, 0.085938
10730, 31.400000, 684.716979, 0.479736, 0.520264, 0.085938
10731, 31.400000, 684.716979, 0.479492, 0.520508, 0.086182
10732, 31.400000, 684.716979, 0.479736, 0.520264, 0.086182
10733, 31.400000, 684.716979, 0.479492, 0.520508, 0.086426
10734, 31.400000, 684.716979, 0.479736, 0.520264, 0.086426
10735, 31.400000, 684.716979, 0.479736, 0.520264, 0.086670
10736, 31.400000, 684.716979, 0.479736, 0.520264, 0.086914
10737, 31.400000, 684.716979, 0.479980, 0.520020, 0.086914
10738, 31.400000, 684.716979, 0.479736, 0.520264, 0.087158
10739, 31.400000, 684.716979, 0.479980, 0.520020, 0.087158
10740, 31.400000, 684.716979, 0.479736, 0.520264, 0.087402
10741, 31.400000, 684.716979, 0.479980, 0.520020, 0.087402
10742, 31.400000, 684.716979, 0.479736, 0.520264, 0.087646
10743, 31.400000, 684.716979, 0.479980, 0.520020, 0.087646
10744, 31.400000, 684.716979, 0.479736, 0.520264, 0.087891
10745, 31.400000, 684.716979, 0.479980, 0.520020, 0.087891
10746, 31.400000, 684.716979, 0.479980, 0.520020, 0.088135
10747, 31.400000, 684.716979, 0.479980, 0.520020, 0.088379
10748, 31.400000, 684.716979, 0.479980, 0.520020, 0.088623
10749, 31.400000, 684.716979, 0.480225, 0.519775, 0.088623
10750, 31.400000, 684.716979, 0.479980, 0.520020, 0.088867
10751, 31.400000, 684.716979, 0.480225, 0.519775, 0.088867
10752, 31.400000, 684.716979, 0.479980, 0.520020, 0.089111
10753, 31.400000, 684.716979, 0.480225, 0.519775, 0.089111
10754, 31.400000, 684.716979, 0.479980, 0.520020, 0.089355
10755, 31.400000, 684.716979, 0.480225, 0.519775, 0.089355
10756, 31.400000, 684.716979, 0.480225, 0.519775, 0.089600
10757, 31.400000, 684.716979, 0.480225, 0.519775, 0.089844
10758, 31.400000, 684.716979, 0.480225, 0.519775, 0.090088
10759, 31.400000, 684.716979, 0.480225, 0.519775, 0.090332
10760, 31.400000, 684.716979, 0.480225, 0.519775, 0.090576
10761, 31.400000, 684.716979, 0.480469, 0.519531, 0.090820
10762, 31.400000, 684.716979, 0.480469, 0.519531, 0.091064
10763, 31.400000, 684.716979, 0.480469, 0.519531, 0.091309
10764, 31.400000, 684.716979, 0.480469, 0.519531, 0.091553
10765, 31.400000, 684.716979, 0.480469, 0.519531, 0.091797
10766, 31.400000, 684.716979, 0.480469, 0.519531, 0.092041
10767, 31.400000, 684.716979, 0.480713, 0.519287, 0.092773
10768, 31.400000, 684.716979, 0.480713, 0.519287, 0.093018
10769, 31.400000, 684.716979, 0.480713, 0.519287, 0.093262
10770, 31.500000, 684.764965, -0.000244, 0.999756, -0.038574
10771, 31.500000, 684.764965, -0.000244, 0.999756, -0.038330
10772, 31.500000, 684.764965, -0.000244, 0.999756, -0.038086
10773, 31.500000, 684.764965, -0.000244, 0.999756, -0.037842
10774, 31.500000, 684.764965, 0.479004, 0.520996, 0.082275
10775, 31.500000, 684.764965, 0.479004, 0.520996, 0.082520
10776, 31.500000, 684.764965, 0.479248, 0.520752, 0.083740
10777, 31.500000, 684.764965, 0.479248, 0.520752, 0.083984
10778, 31.500000, 684.764965, 0.479248, 0.520752, 0.084229
10779, 31.500000, 684.764965, 0.479248, 0.520752, 0.084473
10780, 31.500000, 684.764965, 0.479492, 0.520508, 0.085205
10781, 31.500000, 684.764965, 0.479492, 0.520508, 0.085449
10782, 31.500000, 684.764965, 0.479492, 0.520508, 0.085693
10783, 31.500000, 684.764965, 0.479492, 0.520508, 0.085938
10784, 31.500000, 684.764965, 0.479492, 0.520508, 0.086182
10785, 31.500000, 684.764965, 0.479492, 0.520508, 0.086426
10786, 31.500000, 684.764965, 0.479736, 0.520264, 0.086426
10787, 31.500000, 684.764965, 0.479492, 0.520508, 0.086670
10788, 31.500000, 684.764965, 0.479736, 0.520264, 0.086670
10789, 31.500000, 684.764965, 0.479736, 0.520264, 0.086914
10790, 31.500000, 684.764965, 0.479736, 0.520264, 0.087158
10791, 31.500000, 684.764965, 0.479736, 0.520264, 0.087402
10792, 31.500000, 684.764965, 0.479736, 0.520264, 0.087646
10793, 31.500000, 684.764965, 0.479736, 0.520264, 0.087891
10794, 31.500000, 684.764965, 0.479980, 0.520020, 0.087891
10795, 31.500000, 684.764965, 0.479736, 0.520264, 0.088135
10796, 31.500000, 684.764965, 0.479980, 0.520020, 0.088135
10797, 31.500000, 684.764965, 0.479736, 0.520264, 0.088379
10798, 31.500000, 684.764965, 0.479980, 0.520020, 0.088379
10799, 31.500000, 684.764965, 0.479736, 0.520264, 0.088623
10800, 31.500000, 684.764965, 0.479980, 0.520020, 0.088623
10801, 31.500000, 684.764965, 0.479980, 0.520020, 0.088867
10802, 31.500000, 684.764965, 0.479980, 0.520020, 0.089111
10803, 31.500000, 684.764965, 0.479980, 0.520020, 0.089355
10804, 31.500000, 684.764965, 0.480225, 0.519775, 0.089355
10805, 31.500000, 684.764965, 0.479980, 0.520020, 0.089600
10806, 31.500000, 684.764965, 0.480225, 0.519775, 0.089600
10807, 31.500000, 684.764965, 0.479980, 0.520020, 0.089844
10808, 31.500000, 684.764965, 0.480225, 0.519775, 0.089844
10809, 31.500000, 684.764965, 0.479980, 0.520020, 0.090088
10810, 31.500000, 684.764965, 0.480225, 0.519775, 0.090088
10811, 31.500000, 684.764965, 0.479980, 0.520020, 0.090332
10812, 31.500000, 684.764965, 0.480225, 0.519775, 0.090332
10813, 31.500000, 684.764965, 0.480225, 0.519775, 0.090576
10814, 31.500000, 684.764965, 0.480225, 0.519775, 0.090820
10815, 31.500000, 684.764965, 0.480225, 0.519775, 0.091064
10816, 31.500000, 684.764965, 0.480469, 0.519531, 0.091064
10817, 31.500000, 684.764965, 0.480225, 0.519775, 0.091309
10818, 31.500000, 684.764965, 0.480469, 0.519531, 0.091309
10819, 31.500000, 684.764965, 0.480225, 0.519775, 0.091553
10820, 31.500000, 684.764965, 0.480469, 0.519531, 0.091553
10821, 31.500000, 684.764965, 0.480225, 0.519775, 0.091797
10822, 31.500000, 684.764965, 0.480469, 0.519531, 0.091797
10823, 31.500000, 684.764965, 0.480469, 0.519531, 0.092041
10824, 31.500000, 684.764965, 0.480469, 0.519531, 0.092285
10825, 31.500000, 684.764965, 0.480469, 0.519531, 0.092529
10826, 31.500000, 684.764965, 0.480469, 0.519531, 0.092773
10827, 31.500000, 684.764965, 0.480469, 0.519531, 0.093018
10828, 31.500000, 684.764965, 0.480713, 0.519287, 0.093018
10829, 31.500000, 684.764965, 0.480469, 0.519531, 0.093262
10830, 31.500000, 684.764965, 0.480713, 0.519287, 0.093262
10831, 31.500000, 684.764965, 0.480713, 0.519287, 0.093506
10832, 31.500000, 684.764965, 0.480713, 0.519287, 0.093750
10833, 31.500000, 684.764965, 0.480713, 0.519287, 0.093994
10834, 31.500000, 684.764965, 0.480713, 0.519287, 0.094238
10835, 31.500000, 684.764965, 0.480713, 0.519287, 0.094482
10836, 31.500000, 684.764965, 0.480957, 0.519043, 0.095215
10837, 31.500000, 684.764965, 0.480957, 0.519043, 0.095459
10838, 31.500000, 684.764965, 0.480957, 0.519043, 0.095703
10839, 31.500000, 684.764965, 0.480957, 0.519043, 0.095947
10840, 31.500000, 684.764965, 0.481201, 0.518799, 0.097168
10841, 31.600000, 684.812650, -0.000244, 0.999756, -0.038330
10842, 31.600000, 684.812650, -0.000244, 0.999756, -0.038086
10843, 31.600000, 684.812650, -0.000244, 0.999756, -0.037842
10844, 31.600000, 684.812650, -0.000244, 0.999756, -0.037598
10845, 31.600000, 684.812650, 0.479492, 0.520508, 0.086182
10846, 31.600000, 684.812650, 0.479492, 0.520508, 0.086426
10847, 31.600000, 684.812650, 0.479492, 0.520508, 0.086670
10848, 31.600000, 684.812650, 0.479736, 0.520264, 0.087646
10849, 31.600000, 684.812650, 0.479736, 0.520264, 0.087891
10850, 31.600000, 684.812650, 0.479736, 0.520264, 0.088135
10851, 31.600000, 684.812650, 0.479736, 0.520264, 0.088379
10852, 31.600000, 684.812650, 0.479736, 0.520264, 0.088623
10853, 31.600000, 684.812650, 0.479736, 0.520264, 0.088867
10854, 31.600000, 684.812650, 0.479980, 0.520020, 0.089111
10855, 31.600000, 684.812650, 0.479980, 0.520020, 0.089355
10856, 31.600000, 684.812650, 0.479980, 0.520020, 0.089600
10857, 31.600000, 684.812650, 0.479980, 0.520020, 0.089844
10858, 31.600000, 684.812650, 0.479980, 0.520020, 0.090088
10859, 31.600000, 684.812650, 0.479980, 0.520020, 0.090332
10860, 31.600000, 684.812650, 0.480225, 0.519775, 0.090332
10861, 31.600000, 684.812650, 0.479980, 0.520020, 0.090576
10862, 31.600000, 684.812650, 0.480225, 0.519775, 0.090576
10863, 31.600000, 684.812650, 0.479980, 0.520020, 0.090820
10864, 31.600000, 684.812650, 0.480225, 0.519775, 0.090820
10865, 31.600000, 684.812650, 0.480225, 0.519775, 0.091064
10866, 31.600000, 684.812650, 0.480225, 0.519775, 0.091309
10867, 31.600000, 684.812650, 0.480225, 0.519775, 0.091553
10868, 31.600000, 684.812650, 0.480225, 0.519775, 0.091797
10869, 31.600000, 684.812650, 0.480469, 0.519531, 0.091797
10870, 31.600000, 684.812650, 0.480225, 0.519775, 0.092041
10871, 31.600000, 684.812650, 0.480469, 0.519531, 0.092041
