Solution #, n, T, alpha, beta, l_0
2380, 6.700000, 631.201744, 0.465576, 0.534424, 0.000000
2381, 6.700000, 631.201744, 0.465820, 0.534180, 0.000000
2382, 6.700000, 631.201744, 0.466553, 0.533447, 0.000244
2383, 6.700000, 631.201744, 0.884521, 0.115479, 0.059814
2384, 6.700000, 631.201744, 0.884766, 0.115234, 0.059814
2385, 6.700000, 631.201744, 0.884766, 0.115234, 0.060059
2386, 6.700000, 631.201744, 0.885010, 0.114990, 0.060059
2387, 6.700000, 631.201744, 0.999756, -0.000244, 0.060059
2388, 6.700000, 631.201744, 0.885010, 0.114990, 0.060059
2389, 6.700000, 631.201744, 0.884766, 0.115234, 0.060059
2390, 6.700000, 631.201744, 0.999756, -0.000244, 0.059814
2391, 6.700000, 631.201744, 0.884766, 0.115234, 0.059814
2392, 6.700000, 631.201744, 0.884521, 0.115479, 0.059814
2393, 6.700000, 631.201744, 0.466553, 0.533447, 0.000244
2394, 6.700000, 631.201744, 0.465820, 0.534180, -0.000000
2395, 6.700000, 631.201744, 0.465576, 0.534424, -0.000000
2396, 6.700000, 631.201744, 0.465332, 0.534668, -0.000000
2397, 6.700000, 631.201744, 0.465088, 0.534912, -0.000000
2398, 6.700000, 631.201744, 0.464844, 0.535156, -0.000000
2399, 6.700000, 631.201744, 0.464600, 0.535400, -0.000000
2400, 6.700000, 631.201744, 0.464355, 0.535645, -0.000000
2401, 6.700000, 631.201744, 0.464111, 0.535889, -0.000000
2402, 6.700000, 631.201744, 0.091797, 0.908203, -0.067627
2403, 6.700000, 631.201744, 0.091553, 0.908447, -0.067627
2404, 6.700000, 631.201744, 0.091553, 0.908447, -0.067871
2405, 6.700000, 631.201744, 0.091309, 0.908691, -0.067871
2406, 6.700000, 631.201744, 0.091064, 0.908936, -0.068115
2407, 6.800000, 632.162781, -0.000244, 0.999756, -0.072021
2408, 6.800000, 632.162781, -0.000244, 0.999756, -0.071777
2409, 6.800000, 632.162781, 0.095703, 0.904297, -0.067871
2410, 6.800000, 632.162781, 0.095947, 0.904053, -0.067871
2411, 6.800000, 632.162781, 0.095947, 0.904053, -0.067627
2412, 6.800000, 632.162781, 0.096191, 0.903809, -0.067627
2413, 6.800000, 632.162781, 0.464111, 0.535889, 0.000000
2414, 6.800000, 632.162781, 0.464355, 0.535645, 0.000000
2415, 6.800000, 632.162781, 0.464600, 0.535400, 0.000000
2416, 6.800000, 632.162781, 0.464844, 0.535156, 0.000000
2417, 6.800000, 632.162781, 0.465088, 0.534912, 0.000000
2418, 6.800000, 632.162781, 0.465332, 0.534668, 0.000000
2419, 6.800000, 632.162781, 0.465576, 0.534424, 0.000000
2420, 6.800000, 632.162781, 0.465820, 0.534180, 0.000000
2421, 6.800000, 632.162781, 0.466309, 0.533691, 0.000244
2422, 6.800000, 632.162781, 0.466553, 0.533447, 0.000244
2423, 6.800000, 632.162781, 0.879150, 0.120850, 0.059570
2424, 6.800000, 632.162781, 0.879395, 0.120605, 0.059570
2425, 6.800000, 632.162781, 0.879395, 0.120605, 0.059814
2426, 6.800000, 632.162781, 0.879639, 0.120361, 0.059814
2427, 6.800000, 632.162781, 0.879883, 0.120117, 0.060059
2428, 6.800000, 632.162781, 0.880127, 0.119873, 0.060059
2429, 6.800000, 632.162781, 0.880127, 0.119873, 0.060059
2430, 6.800000, 632.162781, 0.879883, 0.120117, 0.060059
2431, 6.800000, 632.162781, 0.879639, 0.120361, 0.059814
2432, 6.800000, 632.162781, 0.879395, 0.120605, 0.059814
2433, 6.800000, 632.162781, 0.999756, -0.000244, 0.059570
2434, 6.800000, 632.162781, 0.879395, 0.120605, 0.059570
2435, 6.800000, 632.162781, 0.879150, 0.120850, 0.059570
2436, 6.800000, 632.162781, 0.999756, -0.000244, 0.059326
2437, 6.800000, 632.162781, 0.466553, 0.533447, 0.000244
2438, 6.800000, 632.162781, 0.466309, 0.533691, 0.000244
2439, 6.800000, 632.162781, 0.465820, 0.534180, -0.000000
2440, 6.800000, 632.162781, 0.465576, 0.534424, -0.000000
2441, 6.800000, 632.162781, 0.465332, 0.534668, -0.000000
2442, 6.800000, 632.162781, 0.465088, 0.534912, -0.000000
2443, 6.800000, 632.162781, 0.464844, 0.535156, -0.000000
2444, 6.800000, 632.162781, 0.464600, 0.535400, -0.000000
2445, 6.800000, 632.162781, 0.464355, 0.535645, -0.000000
2446, 6.800000, 632.162781, 0.464111, 0.535889, -0.000000
2447, 6.800000, 632.162781, 0.096191, 0.903809, -0.067627
2448, 6.800000, 632.162781, 0.095947, 0.904053, -0.067627
2449, 6.800000, 632.162781, 0.095947, 0.904053, -0.067871
2450, 6.800000, 632.162781, 0.095703, 0.904297, -0.067871
2451, 6.900000, 633.097363, -0.000244, 0.999756, -0.072021
2452, 6.900000, 633.097363, -0.000244, 0.999756, -0.071777
2453, 6.900000, 633.097363, 0.100586, 0.899414, -0.067627
2454, 6.900000, 633.097363, 0.100830, 0.899170, -0.067627
2455, 6.900000, 633.097363, 0.100586, 0.899414, -0.067383
2456, 6.900000, 633.097363, 0.100830, 0.899170, -0.067383
2457, 6.900000, 633.097363, 0.464111, 0.535889, 0.000000
2458, 6.900000, 633.097363, 0.464355, 0.535645, 0.000000
2459, 6.900000, 633.097363, 0.464600, 0.535400, 0.000000
2460, 6.900000, 633.097363, 0.464844, 0.535156, 0.000000
2461, 6.900000, 633.097363, 0.465088, 0.534912, 0.000000
2462, 6.900000, 633.097363, 0.465332, 0.534668, 0.000000
2463, 6.900000, 633.097363, 0.465576, 0.534424, 0.000000
2464, 6.900000, 633.097363, 0.466309, 0.533691, 0.000244
2465, 6.900000, 633.097363, 0.466553, 0.533447, 0.000244
2466, 6.900000, 633.097363, 0.874268, 0.125732, 0.059570
2467, 6.900000, 633.097363, 0.874512, 0.125488, 0.059570
2468, 6.900000, 633.097363, 0.874512, 0.125488, 0.059814
2469, 6.900000, 633.097363, 0.874756, 0.125244, 0.059814
2470, 6.900000, 633.097363, 0.874756, 0.125244, 0.059814
2471, 6.900000, 633.097363, 0.874512, 0.125488, 0.059814
2472, 6.900000, 633.097363, 0.874512, 0.125488, 0.059570
2473, 6.900000, 633.097363, 0.874268, 0.125732, 0.059570
2474, 6.900000, 633.097363, 0.999756, -0.000244, 0.059082
2475, 6.900000, 633.097363, 0.999756, -0.000244, 0.058838
2476, 6.900000, 633.097363, 0.466553, 0.533447, 0.000244
2477, 6.900000, 633.097363, 0.466309, 0.533691, 0.000244
2478, 6.900000, 633.097363, 0.465576, 0.534424, -0.000000
2479, 6.900000, 633.097363, 0.465332, 0.534668, -0.000000
2480, 6.900000, 633.097363, 0.465088, 0.534912, -0.000000
2481, 6.900000, 633.097363, 0.464844, 0.535156, -0.000000
2482, 6.900000, 633.097363, 0.464600, 0.535400, -0.000000
2483, 6.900000, 633.097363, 0.464355, 0.535645, -0.000000
2484, 6.900000, 633.097363, 0.464111, 0.535889, -0.000000
2485, 6.900000, 633.097363, 0.100830, 0.899170, -0.067383
2486, 6.900000, 633.097363, 0.100586, 0.899414, -0.067383
2487, 6.900000, 633.097363, 0.100830, 0.899170, -0.067627
2488, 6.900000, 633.097363, 0.100586, 0.899414, -0.067627
2489, 7.000000, 634.006565, -0.000244, 0.999756, -0.072021
2490, 7.000000, 634.006565, -0.000244, 0.999756, -0.071777
2491, 7.000000, 634.006565, 0.104736, 0.895264, -0.067627
2492, 7.000000, 634.006565, 0.104980, 0.895020, -0.067627
2493, 7.000000, 634.006565, 0.104980, 0.895020, -0.067383
2494, 7.000000, 634.006565, 0.105225, 0.894775, -0.067383
2495, 7.000000, 634.006565, 0.464111, 0.535889, 0.000000
2496, 7.000000, 634.006565, 0.464355, 0.535645, 0.000000
2497, 7.000000, 634.006565, 0.464600, 0.535400, 0.000000
2498, 7.000000, 634.006565, 0.464844, 0.535156, 0.000000
2499, 7.000000, 634.006565, 0.465088, 0.534912, 0.000000
2500, 7.000000, 634.006565, 0.465332, 0.534668, 0.000000
2501, 7.000000, 634.006565, 0.465576, 0.534424, 0.000000
2502, 7.000000, 634.006565, 0.466309, 0.533691, 0.000244
2503, 7.000000, 634.006565, 0.466553, 0.533447, 0.000244
2504, 7.000000, 634.006565, 0.868896, 0.131104, 0.059326
2505, 7.000000, 634.006565, 0.869141, 0.130859, 0.059326
2506, 7.000000, 634.006565, 0.869385, 0.130615, 0.059326
2507, 7.000000, 634.006565, 0.869141, 0.130859, 0.059570
2508, 7.000000, 634.006565, 0.869385, 0.130615, 0.059570
2509, 7.000000, 634.006565, 0.869629, 0.130371, 0.059570
2510, 7.100000, 634.891407, -0.000244, 0.999756, -0.071777
2511, 7.100000, 634.891407, -0.000244, 0.999756, -0.071533
2512, 7.100000, 634.891407, 0.109375, 0.890625, -0.067383
2513, 7.100000, 634.891407, 0.109619, 0.890381, -0.067383
2514, 7.100000, 634.891407, 0.109619, 0.890381, -0.067139
2515, 7.100000, 634.891407, 0.109863, 0.890137, -0.067139
2516, 7.100000, 634.891407, 0.464111, 0.535889, 0.000000
2517, 7.100000, 634.891407, 0.464355, 0.535645, 0.000000
2518, 7.100000, 634.891407, 0.464600, 0.535400, 0.000000
2519, 7.100000, 634.891407, 0.464844, 0.535156, 0.000000
2520, 7.100000, 634.891407, 0.465088, 0.534912, 0.000000
2521, 7.100000, 634.891407, 0.465332, 0.534668, 0.000000
2522, 7.100000, 634.891407, 0.465576, 0.534424, 0.000000
2523, 7.100000, 634.891407, 0.466309, 0.533691, 0.000244
2524, 7.100000, 634.891407, 0.466553, 0.533447, 0.000244
2525, 7.100000, 634.891407, 0.864258, 0.135742, 0.059326
2526, 7.100000, 634.891407, 0.864502, 0.135498, 0.059326
2527, 7.100000, 634.891407, 0.864502, 0.135498, 0.059570
2528, 7.100000, 634.891407, 0.864746, 0.135254, 0.059570
2529, 7.200000, 635.752854, -0.000244, 0.999756, -0.071777
2530, 7.200000, 635.752854, -0.000244, 0.999756, -0.071533
2531, 7.200000, 635.752854, 0.113525, 0.886475, -0.067383
2532, 7.200000, 635.752854, 0.113770, 0.886230, -0.067383
2533, 7.200000, 635.752854, 0.113770, 0.886230, -0.067139
2534, 7.200000, 635.752854, 0.114014, 0.885986, -0.067139
2535, 7.200000, 635.752854, 0.464111, 0.535889, 0.000000
2536, 7.200000, 635.752854, 0.464355, 0.535645, 0.000000
2537, 7.200000, 635.752854, 0.464600, 0.535400, 0.000000
2538, 7.200000, 635.752854, 0.464844, 0.535156, 0.000000
2539, 7.200000, 635.752854, 0.465088, 0.534912, 0.000000
2540, 7.200000, 635.752854, 0.465332, 0.534668, 0.000000
2541, 7.200000, 635.752854, 0.465576, 0.534424, 0.000000
2542, 7.200000, 635.752854, 0.466309, 0.533691, 0.000244
2543, 7.200000, 635.752854, 0.466553, 0.533447, 0.000244
2544, 7.200000, 635.752854, 0.859131, 0.140869, 0.059082
2545, 7.200000, 635.752854, 0.859375, 0.140625, 0.059082
2546, 7.200000, 635.752854, 0.859375, 0.140625, 0.059326
2547, 7.200000, 635.752854, 0.859619, 0.140381, 0.059326
2548, 7.300000, 636.591821, -0.000244, 0.999756, -0.071533
2549, 7.300000, 636.591821, -0.000244, 0.999756, -0.071289
2550, 7.300000, 636.591821, 0.117920, 0.882080, -0.067383
2551, 7.300000, 636.591821, 0.117920, 0.882080, -0.067139
2552, 7.300000, 636.591821, 0.118164, 0.881836, -0.067139
2553, 7.300000, 636.591821, 0.118164, 0.881836, -0.066895
2554, 7.300000, 636.591821, 0.118408, 0.881592, -0.066895
2555, 7.300000, 636.591821, 0.464111, 0.535889, 0.000000
2556, 7.300000, 636.591821, 0.464355, 0.535645, 0.000000
2557, 7.300000, 636.591821, 0.464600, 0.535400, 0.000000
2558, 7.300000, 636.591821, 0.464844, 0.535156, 0.000000
2559, 7.300000, 636.591821, 0.465088, 0.534912, 0.000000
2560, 7.300000, 636.591821, 0.465332, 0.534668, 0.000000
2561, 7.300000, 636.591821, 0.465576, 0.534424, 0.000000
2562, 7.300000, 636.591821, 0.466309, 0.533691, 0.000244
2563, 7.300000, 636.591821, 0.466553, 0.533447, 0.000244
2564, 7.300000, 636.591821, 0.854492, 0.145508, 0.059082
2565, 7.300000, 636.591821, 0.854736, 0.145264, 0.059082
2566, 7.300000, 636.591821, 0.854736, 0.145264, 0.059326
2567, 7.300000, 636.591821, 0.854980, 0.145020, 0.059326
2568, 7.400000, 637.409176, -0.000244, 0.999756, -0.071533
2569, 7.400000, 637.409176, -0.000244, 0.999756, -0.071289
2570, 7.400000, 637.409176, 0.122070, 0.877930, -0.067139
2571, 7.400000, 637.409176, 0.122314, 0.877686, -0.067139
2572, 7.400000, 637.409176, 0.122314, 0.877686, -0.066895
2573, 7.400000, 637.409176, 0.122559, 0.877441, -0.066895
2574, 7.400000, 637.409176, 0.464111, 0.535889, 0.000000
2575, 7.400000, 637.409176, 0.464355, 0.535645, 0.000000
2576, 7.400000, 637.409176, 0.464600, 0.535400, 0.000000
2577, 7.400000, 637.409176, 0.464844, 0.535156, 0.000000
2578, 7.400000, 637.409176, 0.465088, 0.534912, 0.000000
2579, 7.400000, 637.409176, 0.465332, 0.534668, 0.000000
2580, 7.400000, 637.409176, 0.465576, 0.534424, 0.000000
2581, 7.400000, 637.409176, 0.466309, 0.533691, 0.000244
2582, 7.400000, 637.409176, 0.466553, 0.533447, 0.000244
2583, 7.400000, 637.409176, 0.849609, 0.150391, 0.058838
2584, 7.400000, 637.409176, 0.849854, 0.150146, 0.058838
2585, 7.400000, 637.409176, 0.849854, 0.150146, 0.059082
2586, 7.400000, 637.409176, 0.850098, 0.149902, 0.059082
2587, 7.500000, 638.205742, -0.000244, 0.999756, -0.071289
2588, 7.500000, 638.205742, -0.000244, 0.999756, -0.071045
2589, 7.500000, 638.205742, 0.126221, 0.873779, -0.067139
2590, 7.500000, 638.205742, 0.126465, 0.873535, -0.067139
2591, 7.500000, 638.205742, 0.126465, 0.873535, -0.066895
2592, 7.500000, 638.205742, 0.126709, 0.873291, -0.066895
2593, 7.500000, 638.205742, 0.464111, 0.535889, 0.000000
2594, 7.500000, 638.205742, 0.464355, 0.535645, 0.000000
2595, 7.500000, 638.205742, 0.464600, 0.535400, 0.000000
2596, 7.500000, 638.205742, 0.464844, 0.535156, 0.000000
2597, 7.500000, 638.205742, 0.465088, 0.534912, 0.000000
2598, 7.500000, 638.205742, 0.465332, 0.534668, 0.000000
2599, 7.500000, 638.205742, 0.465576, 0.534424, 0.000000
2600, 7.500000, 638.205742, 0.466309, 0.533691, 0.000244
2601, 7.500000, 638.205742, 0.466553, 0.533447, 0.000244
2602, 7.500000, 638.205742, 0.844971, 0.155029, 0.058838
2603, 7.500000, 638.205742, 0.845215, 0.154785, 0.058838
2604, 7.500000, 638.205742, 0.845215, 0.154785, 0.059082
2605, 7.500000, 638.205742, 0.845459, 0.154541, 0.059082
2606, 7.600000, 638.982303, -0.000244, 0.999756, -0.071289
2607, 7.600000, 638.982303, -0.000244, 0.999756, -0.071045
2608, 7.600000, 638.982303, 0.130127, 0.869873, -0.067139
2609, 7.600000, 638.982303, 0.130371, 0.869629, -0.067139
2610, 7.600000, 638.982303, 0.130371, 0.869629, -0.066895
2611, 7.600000, 638.982303, 0.130615, 0.869385, -0.066895
2612, 7.600000, 638.982303, 0.464111, 0.535889, 0.000000
2613, 7.600000, 638.982303, 0.464355, 0.535645, 0.000000
2614, 7.600000, 638.982303, 0.464600, 0.535400, 0.000000
2615, 7.600000, 638.982303, 0.464844, 0.535156, 0.000000
2616, 7.600000, 638.982303, 0.465088, 0.534912, 0.000000
2617, 7.600000, 638.982303, 0.465332, 0.534668, 0.000000
2618, 7.600000, 638.982303, 0.465576, 0.534424, 0.000000
2619, 7.600000, 638.982303, 0.466309, 0.533691, 0.000244
2620, 7.600000, 638.982303, 0.466553, 0.533447, 0.000244
2621, 7.600000, 638.982303, 0.840576, 0.159424, 0.058838
2622, 7.600000, 638.982303, 0.840820, 0.159180, 0.058838
2623, 7.600000, 638.982303, 0.840820, 0.159180, 0.059082
2624, 7.600000, 638.982303, 0.841064, 0.158936, 0.059082
2625, 7.700000, 639.739601, -0.000244, 0.999756, -0.071289
2626, 7.700000, 639.739601, -0.000244, 0.999756, -0.071045
2627, 7.700000, 639.739601, -0.000244, 0.999756, -0.070801
2628, 7.700000, 639.739601, 0.134277, 0.865723, -0.066895
2629, 7.700000, 639.739601, 0.134521, 0.865479, -0.066895
2630, 7.700000, 639.739601, 0.134521, 0.865479, -0.066650
2631, 7.700000, 639.739601, 0.134766, 0.865234, -0.066650
2632, 7.700000, 639.739601, 0.464111, 0.535889, 0.000000
2633, 7.700000, 639.739601, 0.464355, 0.535645, 0.000000
2634, 7.700000, 639.739601, 0.464600, 0.535400, 0.000000
2635, 7.700000, 639.739601, 0.464844, 0.535156, 0.000000
2636, 7.700000, 639.739601, 0.465088, 0.534912, 0.000000
2637, 7.700000, 639.739601, 0.465332, 0.534668, 0.000000
2638, 7.700000, 639.739601, 0.465576, 0.534424, 0.000000
2639, 7.700000, 639.739601, 0.466309, 0.533691, 0.000244
2640, 7.700000, 639.739601, 0.466553, 0.533447, 0.000244
2641, 7.700000, 639.739601, 0.836182, 0.163818, 0.058838
2642, 7.700000, 639.739601, 0.836426, 0.163574, 0.058838
2643, 7.700000, 639.739601, 0.836182, 0.163818, 0.059082
2644, 7.700000, 639.739601, 0.836426, 0.163574, 0.059082
2645, 7.800000, 640.478345, -0.000244, 0.999756, -0.071045
2646, 7.800000, 640.478345, -0.000244, 0.999756, -0.070801
2647, 7.800000, 640.478345, 0.138184, 0.861816, -0.066895
2648, 7.800000, 640.478345, 0.138428, 0.861572, -0.066895
2649, 7.800000, 640.478345, 0.138428, 0.861572, -0.066650
2650, 7.800000, 640.478345, 0.138672, 0.861328, -0.066650
2651, 7.800000, 640.478345, 0.464111, 0.535889, 0.000000
2652, 7.800000, 640.478345, 0.464355, 0.535645, 0.000000
2653, 7.800000, 640.478345, 0.464600, 0.535400, 0.000000
2654, 7.800000, 640.478345, 0.464844, 0.535156, 0.000000
2655, 7.800000, 640.478345, 0.465088, 0.534912, 0.000000
2656, 7.800000, 640.478345, 0.465332, 0.534668, 0.000000
2657, 7.800000, 640.478345, 0.465576, 0.534424, 0.000000
2658, 7.800000, 640.478345, 0.466309, 0.533691, 0.000244
2659, 7.800000, 640.478345, 0.466553, 0.533447, 0.000244
2660, 7.800000, 640.478345, 0.831543, 0.168457, 0.058594
2661, 7.800000, 640.478345, 0.831787, 0.168213, 0.058594
2662, 7.800000, 640.478345, 0.831787, 0.168213, 0.058838
2663, 7.800000, 640.478345, 0.832031, 0.167969, 0.058838
2664, 7.900000, 641.199208, -0.000244, 0.999756, -0.071045
2665, 7.900000, 641.199208, -0.000244, 0.999756, -0.070801
2666, 7.900000, 641.199208, -0.000244, 0.999756, -0.070557
2667, 7.900000, 641.199208, 0.142090, 0.857910, -0.066895
2668, 7.900000, 641.199208, 0.142334, 0.857666, -0.066895
2669, 7.900000, 641.199208, 0.142334, 0.857666, -0.066650
2670, 7.900000, 641.199208, 0.142578, 0.857422, -0.066650
2671, 7.900000, 641.199208, 0.464111, 0.535889, 0.000000
2672, 7.900000, 641.199208, 0.464355, 0.535645, 0.000000
2673, 7.900000, 641.199208, 0.464600, 0.535400, 0.000000
2674, 7.900000, 641.199208, 0.464844, 0.535156, 0.000000
2675, 7.900000, 641.199208, 0.465088, 0.534912, 0.000000
2676, 7.900000, 641.199208, 0.465332, 0.534668, 0.000000
2677, 7.900000, 641.199208, 0.465576, 0.534424, 0.000000
2678, 7.900000, 641.199208, 0.466309, 0.533691, 0.000244
2679, 7.900000, 641.199208, 0.827148, 0.172852, 0.058594
2680, 7.900000, 641.199208, 0.827393, 0.172607, 0.058594
2681, 7.900000, 641.199208, 0.827393, 0.172607, 0.058838
2682, 7.900000, 641.199208, 0.827637, 0.172363, 0.058838
2683, 8.000000, 641.902830, -0.000244, 0.999756, -0.070801
2684, 8.000000, 641.902830, -0.000244, 0.999756, -0.070557
2685, 8.000000, 641.902830, 0.145996, 0.854004, -0.066895
2686, 8.000000, 641.902830, 0.146240, 0.853760, -0.066895
2687, 8.000000, 641.902830, 0.146240, 0.853760, -0.066650
2688, 8.000000, 641.902830, 0.146484, 0.853516, -0.066650
2689, 8.000000, 641.902830, 0.464111, 0.535889, 0.000000
2690, 8.000000, 641.902830, 0.464355, 0.535645, 0.000000
2691, 8.000000, 641.902830, 0.464600, 0.535400, 0.000000
2692, 8.000000, 641.902830, 0.464844, 0.535156, 0.000000
2693, 8.000000, 641.902830, 0.465088, 0.534912, 0.000000
2694, 8.000000, 641.902830, 0.465332, 0.534668, 0.000000
2695, 8.000000, 641.902830, 0.465576, 0.534424, 0.000000
2696, 8.000000, 641.902830, 0.466309, 0.533691, 0.000244
2697, 8.000000, 641.902830, 0.822998, 0.177002, 0.058594
2698, 8.000000, 641.902830, 0.823242, 0.176758, 0.058594
2699, 8.000000, 641.902830, 0.823242, 0.176758, 0.058838
2700, 8.000000, 641.902830, 0.823486, 0.176514, 0.058838
2701, 8.100000, 642.589823, -0.000244, 0.999756, -0.070801
2702, 8.100000, 642.589823, -0.000244, 0.999756, -0.070557
2703, 8.100000, 642.589823, -0.000244, 0.999756, -0.070312
2704, 8.100000, 642.589823, 0.149658, 0.850342, -0.066895
2705, 8.100000, 642.589823, 0.149902, 0.850098, -0.066895
2706, 8.100000, 642.589823, 0.149902, 0.850098, -0.066650
2707, 8.100000, 642.589823, 0.150146, 0.849854, -0.066650
2708, 8.100000, 642.589823, 0.464111, 0.535889, 0.000000
2709, 8.100000, 642.589823, 0.464355, 0.535645, 0.000000
2710, 8.100000, 642.589823, 0.464600, 0.535400, 0.000000
2711, 8.100000, 642.589823, 0.464844, 0.535156, 0.000000
2712, 8.100000, 642.589823, 0.465088, 0.534912, 0.000000
2713, 8.100000, 642.589823, 0.465332, 0.534668, 0.000000
2714, 8.100000, 642.589823, 0.465576, 0.534424, 0.000000
2715, 8.100000, 642.589823, 0.466309, 0.533691, 0.000244
2716, 8.100000, 642.589823, 0.818604, 0.181396, 0.058594
2717, 8.100000, 642.589823, 0.818848, 0.181152, 0.058594
2718, 8.100000, 642.589823, 0.818848, 0.181152, 0.058838
2719, 8.100000, 642.589823, 0.819092, 0.180908, 0.058838
2720, 8.200000, 643.260768, -0.000244, 0.999756, -0.070557
2721, 8.200000, 643.260768, -0.000244, 0.999756, -0.070312
2722, 8.200000, 643.260768, 0.153320, 0.846680, -0.066895
2723, 8.200000, 643.260768, 0.153564, 0.846436, -0.066895
2724, 8.200000, 643.260768, 0.153564, 0.846436, -0.066650
2725, 8.200000, 643.260768, 0.153809, 0.846191, -0.066650
